endpoint_class,family_id,architecture,metric,metric_domain,direction,unit,reference_variant,candidate_variant,paired_seed_count,reference_mean,candidate_mean,mean_raw_delta_candidate_minus_B0,median_raw_delta_candidate_minus_B0,mean_improvement_delta,median_improvement_delta,bootstrap_95_CI_raw_delta_lower,bootstrap_95_CI_raw_delta_upper,paired_rank_biserial_improvement,improvement_wins,improvement_ties,improvement_losses,exact_sign_flip_assignments,exact_sign_flip_exceedances,exact_two_sided_p_raw,Holm_adjusted_p,Holm_reject_alpha_0_05,omnibus_monte_carlo_p,final_model_selection_used
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,FP32-FT,5,0.07031199999999996,0.069059,-0.0012529999999999542,-0.00116499999999993,0.0012529999999999542,0.00116499999999993,-0.006592999999999924,0.004087000000000016,0.2,3,0,2,32,24,0.75,1.0,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-noFT,5,0.07031199999999996,0.06849699999999997,-0.0018149999999999707,-5.0000000000050004e-06,0.0018149999999999707,5.0000000000050004e-06,-0.010686999999999955,0.007057000000000013,0.3333333333333333,3,0,2,32,22,0.6875,1.0,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-FP32-FT,5,0.07031199999999996,0.06753499999999998,-0.0027769999999999627,-0.00044999999999993656,0.0027769999999999627,0.00044999999999993656,-0.008092999999999934,0.0018160000000000203,0.3333333333333333,3,0,2,32,14,0.4375,1.0,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-noFT,5,0.07031199999999996,0.057247999999999945,-0.013064000000000011,-0.012590000000000032,0.013064000000000011,0.012590000000000032,-0.016717999999999955,-0.009107000000000061,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-FP32-FT,5,0.07031199999999996,0.05388899999999998,-0.016422999999999976,-0.016880000000000013,0.016422999999999976,0.016880000000000013,-0.01964399999999992,-0.013448999999999994,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,DQ,5,0.07031199999999996,0.3407609999999998,0.27044899999999994,0.24910999999999994,-0.27044899999999994,-0.24910999999999994,0.2281959999999999,0.3142489999999999,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,QAT,5,0.07031199999999996,0.3549939999999997,0.28468199999999977,0.27536499999999986,-0.28468199999999977,-0.27536499999999986,0.26918299999999973,0.30385399999999974,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P25-QAT,5,0.07031199999999996,0.3442979999999999,0.27398599999999995,0.27378999999999976,-0.27398599999999995,-0.27378999999999976,0.24711599999999984,0.3008559999999999,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,P50-QAT,5,0.07031199999999996,0.34429699999999985,0.27398499999999987,0.276575,-0.27398499999999987,-0.276575,0.2536169999999999,0.2938949999999997,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__batch_32_p95_ms,compact_dnn,batch_32_p95_ms,deployment,lower_is_better,milliseconds,B0,PTQ,5,0.07031199999999996,0.3387939999999996,0.26848199999999967,0.26297499999999946,-0.26848199999999967,-0.26297499999999946,0.25050499999999976,0.28645899999999963,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,FP32-FT,5,2180710.4,2146304.0,-34406.4,-12288.0,34406.4,12288.0,-74547.2,5734.4,0.6,3,1,1,32,12,0.375,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-noFT,5,2180710.4,1384448.0,-796262.4,-806912.0,796262.4,806912.0,-915046.4,-679116.8,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-FP32-FT,5,2180710.4,1359872.0,-820838.4,-778240.0,820838.4,778240.0,-906035.2,-742195.2,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-noFT,5,2180710.4,1354137.6,-826572.8,-823296.0,826572.8,823296.0,-900300.8,-752844.8,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-FP32-FT,5,2180710.4,1372979.2,-807731.2,-811008.0,807731.2,811008.0,-909312.0,-684851.2,1.0,5,0,0,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,DQ,5,2180710.4,7186022.4,5005312.0,4947968.0,-5005312.0,-4947968.0,4826726.4,5187993.6,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,QAT,5,2180710.4,6545408.0,4364697.6,4313088.0,-4364697.6,-4313088.0,3981312.0,4822630.4,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P25-QAT,5,2180710.4,6166937.6,3986227.2,3903488.0,-3986227.2,-3903488.0,3880550.4,4160716.8,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,P50-QAT,5,2180710.4,5808947.2,3628236.8,3567616.0,-3628236.8,-3567616.0,3418521.6,3855974.4,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
exploratory,exploratory__compact_dnn__peak_inference_RSS_delta_bytes,compact_dnn,peak_inference_RSS_delta_bytes,deployment,lower_is_better,bytes,B0,PTQ,5,2180710.4,6359449.6,4178739.2,3956736.0,-4178739.2,-3956736.0,3838771.2,4597350.4,-1.0,0,0,5,32,2,0.0625,0.625,False,9.99990000099999e-06,False
